OBJECTID,rAERU19_08,rAERU19_13,rAERU19_18,AERU19_08,AERU19_13,AERU19_18,aAERU19_08,aAERU19_13,aAERU19_18,ePU19_10,ePU19_13,ePU19_18,TRACTNAME,PlanningRegion,ARCModelingArea,GEOID,GlobalID,created_user,created_date,last_edited_user,last_edited_date,SHAPE_Length,SHAPE_Area
1676,16.72025723,18.79010082,23.80434783,208,205,219,41.6,41,43.8,2488,2182,1840,"Census Tract 219.07, DeKalb County",Atlanta Regional Commission,Yes,13089021907,{F294DEB4-AA79-4423-B6AA-6E26A1FF33BB},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.223921116940142,0.00227635038054273
1677,17.97304044,17.34052111,22.98065984,180,193,202,36,38.6,40.4,2003,2226,1758,"Census Tract 232.04, DeKalb County",Atlanta Regional Commission,Yes,13089023204,{6926F91D-6CA9-411D-99DA-ECF916847926},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.112534692772764,0.000658123335301387
1678,15.89561091,18.73015873,11.71662125,67,59,43,13.4,11.8,8.6,843,630,734,"Census Tract 9707.02, Colquitt County",Southwest Georgia,No,13071970702,{639FD24C-33C6-44D5-9848-AB9100593DB6},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0864044025118504,0.000320692319297988
1679,18.54304636,12.37842617,11.40684411,84,70,60,16.8,14,12,906,1131,1052,"Census Tract 9704, Colquitt County",Southwest Georgia,No,13071970400,{12C17AC9-6332-4E48-B452-3EA050C60410},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.442534909078089,0.00714274801682456
1680,23.62204724,20.15065913,20.32332564,105,107,88,21,21.4,17.6,889,1062,866,"Census Tract 9708, Colquitt County",Southwest Georgia,No,13071970800,{9BA8061B-7E9E-4921-8ADD-AC0ECDD30656},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.119216708233958,0.000622779136014002
1681,19.1372549,27.70475228,16.49484536,122,137,64,24.4,27.4,12.8,1275,989,776,"Census Tract 231.13, DeKalb County",Atlanta Regional Commission,Yes,13089023113,{929608D3-10F1-41B9-BFC2-E9D3ECE33F49},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0786915470220883,0.000198087740340158
1682,14.96881497,6.83311432,5.61941252,36,26,22,7.2,5.2,4.4,481,761,783,"Census Tract 220.10, DeKalb County",Atlanta Regional Commission,Yes,13089022010,{4F9D39FB-1AC8-4E1B-926B-28100C5F172E},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0454560290790776,0.000123110080222846
1683,24.63768116,31.37254902,14.05405405,68,56,39,13.6,11.2,7.8,552,357,555,"Census Tract 231.11, DeKalb County",Atlanta Regional Commission,Yes,13089023111,{5F870D0D-DDD9-4FB9-9160-2871A8FA7149},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.072026375206102,0.000228467273870432
1684,12.51819505,13.42494715,15.87301587,129,127,125,25.8,25.4,25,2061,1892,1575,"Census Tract 218.14, DeKalb County",Atlanta Regional Commission,Yes,13089021814,{2550DEB1-8726-4889-90CA-F03BC4ED6B62},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0890380297651017,0.00024861717175244
1685,11.3323124,15.75532901,12.76962899,37,85,74,7.4,17,14.8,653,1079,1159,"Census Tract 214.09, DeKalb County",Atlanta Regional Commission,Yes,13089021409,{57A16523-3CA3-46D2-826D-A367F0C4F213},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.059325281889063,0.000101467849182478
1686,14.05152225,19.14529915,7.26577438,60,56,38,12,11.2,7.6,854,585,1046,"Census Tract 212.18, DeKalb County",Atlanta Regional Commission,Yes,13089021218,{F2E2DDCA-3BAA-4327-B244-3CB169BB63D7},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0727362420557756,0.000275721348040217
1687,22.92337411,24.2280285,26.28458498,178,153,133,35.6,30.6,26.6,1553,1263,1012,"Census Tract 235.07, DeKalb County",Atlanta Regional Commission,Yes,13089023507,{FFEE800D-BABF-48EB-9995-7ADC62BEEF3B},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.088770407882101,0.000348538655507964
1688,33.75653473,31.01182654,23.92638037,226,236,156,45.2,47.2,31.2,1339,1522,1304,"Census Tract 234.12, DeKalb County",Atlanta Regional Commission,Yes,13089023412,{E92D0038-9692-4169-8FE5-B658C1111241},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.137879016124874,0.000717274990275484
1689,14.4486692,15.18879932,19.34283943,152,179,156,30.4,35.8,31.2,2104,2357,1613,"Census Tract 234.16, DeKalb County",Atlanta Regional Commission,Yes,13089023416,{72899C7F-1E1F-4144-88F6-90B97B560E6E},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.162916729717992,0.000930697805882247
1690,15.97573306,20.62084257,13.81142098,79,93,52,15.8,18.6,10.4,989,902,753,"Census Tract 231.02, DeKalb County",Atlanta Regional Commission,Yes,13089023102,{C2CC138A-9B28-438E-8B17-EA2EF57FC696},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0673605409764698,0.000244744471093057
1691,11.8694362,5.20833333,3.46820809,20,10,9,4,2,1.8,337,384,519,"Census Tract 230, DeKalb County",Atlanta Regional Commission,Yes,13089023000,{CBEAD3AB-D036-4D8B-8E9F-9B870A29EC61},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0696603597864367,0.000173705594408084
1692,22.60638298,18.90034364,23.8961039,170,165,184,34,33,36.8,1504,1746,1540,"Census Tract 219.06, DeKalb County",Atlanta Regional Commission,Yes,13089021906,{85F799AE-948C-4630-8A9E-B65D7C246C16},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0845268235436903,0.00030326121588182
1693,10.11181332,10.83413231,10.3931315,104,113,115,20.8,22.6,23,2057,2086,2213,"Census Tract 9707.01, Colquitt County",Southwest Georgia,No,13071970701,{C04BC429-F0B6-4E1D-A260-C35ACBE08224},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.315369025361697,0.00400066568355808
1694,8.82150241,8.21917808,12.45847176,64,57,75,12.8,11.4,15,1451,1387,1204,"Census Tract 9701, Colquitt County",Southwest Georgia,No,13071970100,{353E7791-8916-424E-A4A3-CB3DBDCCDD04},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.963750110577721,0.0280159131861352
1695,8.80121396,8.17955112,5.9687352,87,82,63,17.4,16.4,12.6,1977,2005,2111,"Census Tract 9706, Colquitt County",Southwest Georgia,No,13071970600,{3E81570E-623C-4876-A7B4-419320AD6C6A},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.909798605732709,0.0197660432876562
1696,22.08857299,24.10651717,22.25877193,202,172,203,40.4,34.4,40.6,1829,1427,1824,"Census Tract 9703, Colquitt County",Southwest Georgia,No,13071970300,{AB6E819D-DD8B-49AD-B6A5-680D25444A4E},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.3581071895824,0.0045383012519046
1697,5.55041628,3.95220588,6.82170543,60,43,66,12,8.6,13.2,2162,2176,1935,"Census Tract 9709, Colquitt County",Southwest Georgia,No,13071970900,{6D62688C-4649-4C82-8126-4DF2B987385E},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.830064364661463,0.033900367348992
1698,4.84261501,5.02512563,5.28771384,20,25,17,4,5,3.4,826,995,643,"Census Tract 9705, Colquitt County",Southwest Georgia,No,13071970500,{AD2011E0-1244-4FAE-B004-732CF4C804AD},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.826246949524849,0.0211151887097236
1699,9.7428958,9.66057441,5.09383378,36,37,19,7.2,7.4,3.8,739,766,746,"Census Tract 9702, Colquitt County",Southwest Georgia,No,13071970200,{9D8B1673-B9CF-404D-8FC0-A18618DDB949},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.620660836160552,0.0169984628840817
1700,7.68136558,7.52688172,12.55605381,27,28,42,5.4,5.6,8.4,703,744,669,"Census Tract 212.17, DeKalb County",Atlanta Regional Commission,Yes,13089021217,{45743CEE-7BA6-4DA4-9BA7-C88290AD4C0B},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0548443473300241,0.00016349417991894
1701,6.3670412,9.1561939,5.33059969,34,51,52,6.8,10.2,10.4,1068,1114,1951,"Census Tract 212.15, DeKalb County",Atlanta Regional Commission,Yes,13089021215,{6C7D5427-100E-4C67-9533-E305CE36D5DC},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0908776040042172,0.000316899627145319
1702,36.2745098,43.56435644,16.08497724,111,110,106,22.2,22,21.2,612,505,1318,"Census Tract 214.14, DeKalb County",Atlanta Regional Commission,Yes,13089021414,{597B42A7-00D4-4092-A99A-9EA2C03316EA},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.056031570483216,0.00010717547941533
1703,14.10526316,8.24949698,6.71015843,67,41,36,13.4,8.2,7.2,950,994,1073,"Census Tract 211.01, DeKalb County",Atlanta Regional Commission,Yes,13089021101,{7947E5EA-93F1-4351-A1F6-B69FEC065271},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.081343979534909,0.000320029435774009
1704,17.29607251,17.50989881,13.99825022,229,199,160,45.8,39.8,32,2648,2273,2286,"Census Tract 233.16, DeKalb County",Atlanta Regional Commission,Yes,13089023316,{5B05AA5E-CDFE-43A9-9DBA-790F0C32E4CF},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.132132016386247,0.000582980419371771
1705,21.16950407,26.00140548,19.40298507,143,185,169,28.6,37,33.8,1351,1423,1742,"Census Tract 233.13, DeKalb County",Atlanta Regional Commission,Yes,13089023313,{25FDDF16-ED00-4B85-9B52-7F51CDCB615B},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0958639168289745,0.000478650963456885
1706,27.4952919,12.93900185,13.43283582,73,35,45,14.6,7,9,531,541,670,"Census Tract 229, DeKalb County",Atlanta Regional Commission,Yes,13089022900,{8B3F7FB5-6447-4F2B-BF95-1979F7485014},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.12362671172917,0.000370428483060568
1707,5.46726001,6.48343904,4.39814815,43,46,38,8.6,9.2,7.6,1573,1419,1728,"Census Tract 228, DeKalb County",Atlanta Regional Commission,Yes,13089022800,{1DAA59E2-8D8D-40BA-A029-F2BA2BE976DC},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0882335512612106,0.000245684580949022
1708,9.8173516,5.48204159,3.12674483,43,29,28,8.6,5.8,5.6,876,1058,1791,"Census Tract 226, DeKalb County",Atlanta Regional Commission,Yes,13089022600,{A961F1C6-2485-4F31-B3B3-0960B1C78909},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0948524143175717,0.000303189120036679
1709,17.09511568,18.99020347,6.9209595,133,126,88,26.6,25.2,17.6,1556,1327,2543,"Census Tract 225, DeKalb County",Atlanta Regional Commission,Yes,13089022500,{CD539234-9C4F-404A-BAAD-2DFA7CB40488},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0693770121371286,0.000274182130826034
1710,26.61818182,31.93504736,27.24252492,183,236,123,36.6,47.2,24.6,1375,1478,903,"Census Tract 221, DeKalb County",Atlanta Regional Commission,Yes,13089022100,{25F0D5C2-6906-431D-AD21-F5F736603FFD},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0810804059108681,0.00033271888548685
1711,30.96330275,16.95852535,9.54470653,135,92,87,27,18.4,17.4,872,1085,1823,"Census Tract 220.05, DeKalb County",Atlanta Regional Commission,Yes,13089022005,{35C77324-D581-452A-98D4-C0D6682849D1},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0965253059753746,0.000320674917056177
1712,6.61870504,8.99297424,19.19014085,69,96,109,13.8,19.2,21.8,2085,2135,1136,"Census Tract 9504, McDuffie County",Central Savannah River Area,No,13189950400,{C8825EEE-934F-4349-98A7-2BA370135FF5},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.526835146950888,0.0114693531365139
1713,9.80615735,15.65217391,8.00865801,43,63,37,8.6,12.6,7.4,877,805,924,"Census Tract 9503, McDuffie County",Central Savannah River Area,No,13189950300,{3F6C10EB-A589-467C-A88A-49AE566138A3},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.283906303539481,0.00469013371265971
1714,14.28571429,19.72413793,16.11208406,122,143,138,24.4,28.6,27.6,1708,1450,1713,"Census Tract 9502, McDuffie County",Central Savannah River Area,No,13189950200,{D7294798-A607-4B39-A816-B7E42984DDAC},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.314201804184201,0.00463198068804495
1715,6.4808814,9.78670012,14.74067334,50,78,81,10,15.6,16.2,1543,1594,1099,"Census Tract 9602, Treutlen County",Heart of Georgia Altamaha,No,13283960200,{4B411B83-E08C-499B-878E-E69929751388},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,1.12857907629619,0.0271069117386172
1716,,,2.14395099,,,7,,,1.4,263,290,653,"Census Tract 9601, Treutlen County",Heart of Georgia Altamaha,No,13283960100,{43543B2F-280F-4EA2-99BB-AE3FDCE61206},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.897422243605405,0.0231534962376197
1717,22.16288385,23.03370787,25.55115885,166,205,226,33.2,41,45.2,1498,1780,1769,"Census Tract 232.14, DeKalb County",Atlanta Regional Commission,Yes,13089023214,{08F623F3-1BD4-4123-995B-8D15E3FA2129},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.111981662313504,0.000643907172636501
1718,21.96531792,13.55932203,11.01694915,19,12,13,3.8,2.4,2.6,173,177,236,"Census Tract 222.03, DeKalb County",Atlanta Regional Commission,Yes,13089022203,{6F601884-9062-4B92-9C7E-CABD38B1C781},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0802523656809742,0.00027979946349893
1719,16.79125934,22.84505553,18.37776517,146,216,162,29.2,43.2,32.4,1739,1891,1763,"Census Tract 220.09, DeKalb County",Atlanta Regional Commission,Yes,13089022009,{773DBD1E-A20D-4416-83B7-0843D7B9D74D},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0709520669588679,0.000171030852166488
1720,23.63455809,26.27939142,20.20802377,119,190,136,23.8,38,27.2,1007,1446,1346,"Census Tract 219.13, DeKalb County",Atlanta Regional Commission,Yes,13089021913,{565044C3-43FF-4E8F-91D5-4C066A6948E1},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.081241534248238,0.000291341171812792
1721,14.05082212,12.26993865,22.11764706,47,50,94,9.4,10,18.8,669,815,850,"Census Tract 218.13, DeKalb County",Atlanta Regional Commission,Yes,13089021813,{26EB20EC-B1F0-4B57-A5BE-074F2D61B36B},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0344780065401719,5.96909600672857e-05
1722,17.22595078,17.06666667,10.65789474,77,96,81,15.4,19.2,16.2,894,1125,1520,"Census Tract 216.05, DeKalb County",Atlanta Regional Commission,Yes,13089021605,{C9F208A2-884A-4673-9A96-1916F8A3C5F5},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0896472804663844,0.000360726093475019
1723,9.2254134,11.93181818,8.72600349,53,42,50,10.6,8.4,10,1149,704,1146,"Census Tract 213.08, DeKalb County",Atlanta Regional Commission,Yes,13089021308,{5CF09964-93F1-4BAD-B0B5-46E83DE8B71C},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.082062205636815,0.000263324679958932
1724,14.12887828,14.69265367,10.10332951,148,147,88,29.6,29.4,17.6,2095,2001,1742,"Census Tract 220.04, DeKalb County",Atlanta Regional Commission,Yes,13089022004,{B2517D68-C618-4208-9B62-BD418BEC320E},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0876410587912753,0.000360333231471501
1725,12.05733558,13.3525803,8.43137255,143,185,129,28.6,37,25.8,2372,2771,3060,"Census Tract 220.08, DeKalb County",Atlanta Regional Commission,Yes,13089022008,{F15D8D5E-2B5A-4431-9F9D-381060A12E45},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0681671176830548,0.000221254771330093
1726,22.47540135,37.43315508,21.69763938,217,245,216,43.4,49,43.2,1931,1309,1991,"Census Tract 219.09, DeKalb County",Atlanta Regional Commission,Yes,13089021909,{691D0354-10C3-4862-B73A-FCD1AAAC5F9C},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0884940747724727,0.000336754313338664
1727,7.52212389,9.72222222,9.5890411,34,42,35,6.8,8.4,7,904,864,730,"Census Tract 220.01, DeKalb County",Atlanta Regional Commission,Yes,13089022001,{EE3D34D0-5E7D-4283-BE40-2201E49F897C},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.113233854634388,0.000430328910578386
1728,24.56928839,23.96694215,26.76282051,164,203,167,32.8,40.6,33.4,1335,1694,1248,"Census Tract 231.08, DeKalb County",Atlanta Regional Commission,Yes,13089023108,{AE882BB2-E0A8-4B95-993F-CBF2E781EE78},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0913693837370818,0.000360776344129486
1729,7.40740741,,,6,,,1.2,,,162,273,330,"Census Tract 202, DeKalb County",Atlanta Regional Commission,Yes,13089020200,{3D946C75-5B01-46A8-B4E1-E5DD3630DB5B},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0624438141764082,0.000145296636841028
1730,5.71428571,3.71747212,2.37623762,15,10,6,3,2,1.2,525,538,505,"Census Tract 9501, McDuffie County",Central Savannah River Area,No,13189950100,{E8FA18B4-063B-4FC7-8E3F-FAF464EDC44A},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.999742119055377,0.02796771614531
1731,9.50080515,11.38686131,8.49469082,59,78,68,11.8,15.6,13.6,1242,1370,1601,"Census Tract 9505, McDuffie County",Central Savannah River Area,No,13189950500,{41CC5CCF-93AA-449C-833E-E6489A3E0793},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.60723088557795,0.0181712421490719
1732,13.16348195,23.65245374,18.17102138,93,147,153,18.6,29.4,30.6,1413,1243,1684,"Census Tract 213.06, DeKalb County",Atlanta Regional Commission,Yes,13089021306,{6D11DA41-464B-438B-BDD5-C4A3788596A9},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.100929756129685,0.000515350705495105
1733,9.04817861,10.47729919,13.34039174,77,90,126,15.4,18,25.2,1702,1718,1889,"Census Tract 213.05, DeKalb County",Atlanta Regional Commission,Yes,13089021305,{3FD78A32-330A-4EA7-9C82-9FADEE1AF551},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0659341374777657,0.000242075646077715
1734,9.39849624,13.24965132,7.81827787,75,95,74,15,19,14.8,1596,1434,1893,"Census Tract 214.17, DeKalb County",Atlanta Regional Commission,Yes,13089021417,{E9FBB725-7363-4C58-95F4-E2E6CA1D9568},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0598211371132339,0.000187581157182641
1735,12.52236136,5.45073375,7.00934579,35,26,15,7,5.2,3,559,954,428,"Census Tract 214.15, DeKalb County",Atlanta Regional Commission,Yes,13089021415,{F622954E-4666-414C-A76F-3D601833AF42},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0777213370544508,0.000199275126682727
1736,8.52221215,5.87544066,3.21141838,47,25,18,9.4,5,3.6,1103,851,1121,"Census Tract 211.02, DeKalb County",Atlanta Regional Commission,Yes,13089021102,{1E9A615A-7F33-4362-8062-66CB31D82EE0},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0853583215152852,0.000351131875217017
1737,19.74584555,10.59907834,14.44805195,101,69,89,20.2,13.8,17.8,1023,1302,1232,"Census Tract 213.07, DeKalb County",Atlanta Regional Commission,Yes,13089021307,{13218A93-3FE7-4E06-AD3D-247ACCE087A0},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0777814834238534,0.000352826989306775
1738,33.44594595,24.95344507,13.2183908,99,67,46,19.8,13.4,9.2,592,537,696,"Census Tract 236.01, DeKalb County",Atlanta Regional Commission,Yes,13089023601,{563108F3-6B81-499D-97B9-E5B5BD657F42},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0691679160555039,0.000174751655172105
1739,13.0952381,10.24930748,6.91891892,33,37,32,6.6,7.4,6.4,504,722,925,"Census Tract 214.12, DeKalb County",Atlanta Regional Commission,Yes,13089021412,{558AD348-D676-4CFC-8703-7620CDAF7B80},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0924722926549172,0.000305474430286885
1740,23,24.5398773,16.42728905,207,220,183,41.4,44,36.6,1800,1793,2228,"Census Tract 232.08, DeKalb County",Atlanta Regional Commission,Yes,13089023208,{A4FF894B-3E4D-4812-B581-C0110DD0A959},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0998492175750659,0.000459479193644511
1741,19.72357116,25.53480475,23.183391,264,376,335,52.8,75.2,67,2677,2945,2890,"Census Tract 233.10, DeKalb County",Atlanta Regional Commission,Yes,13089023310,{0F3C2694-7127-4511-8E14-CC185E01B89C},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.148749863616727,0.000746234553028742
1742,26.81564246,27.99097065,14.89001692,72,62,44,14.4,12.4,8.8,537,443,591,"Census Tract 208.01, DeKalb County",Atlanta Regional Commission,Yes,13089020801,{C5EAB92E-0440-4A2F-B65F-742DF8A22E44},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0554298794644894,0.000135236850376911
1743,12.2965642,9.92907801,7.8098472,34,28,23,6.8,5.6,4.6,553,564,589,"Census Tract 218.12, DeKalb County",Atlanta Regional Commission,Yes,13089021812,{CEC20862-3800-4400-B533-06C0D30A194C},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0948805207620893,0.000198464349621147
1744,5.9970015,3.63820111,1.94274029,60,36,19,12,7.2,3.8,2001,1979,1956,"Census Tract 212.14, DeKalb County",Atlanta Regional Commission,Yes,13089021214,{B93095CA-CEAE-47F7-99EF-364F567F0C6D},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.103957804688049,0.000549833838325344
1745,7.43801653,10.77085533,8.4623323,27,51,41,5.4,10.2,8.2,726,947,969,"Census Tract 218.10, DeKalb County",Atlanta Regional Commission,Yes,13089021810,{0B55FB2B-ED03-4E23-B4DA-A74DFFD79F7A},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.105353150172943,0.000643281102098535
1746,5.43478261,6.77290837,4.44136017,40,51,32,8,10.2,6.4,1472,1506,1441,"Census Tract 218.09, DeKalb County",Atlanta Regional Commission,Yes,13089021809,{920593ED-D7C4-4240-BA10-8A0A0C268873},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.165481317514122,0.000849652407564596
1747,5.90979782,9.61386919,8.87417219,38,61,67,7.6,12.2,13.4,1286,1269,1510,"Census Tract 218.08, DeKalb County",Atlanta Regional Commission,Yes,13089021808,{FDAC761A-85F4-453A-848B-8B80502412BC},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.0763342858612898,0.000296186175468452
1748,12.17268224,6.89021589,11.02362205,86,75,70,17.2,15,14,1413,2177,1270,"Census Tract 218.06, DeKalb County",Atlanta Regional Commission,Yes,13089021806,{2727632F-E38C-4686-A0B9-3FB78CBF2716},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.153951383462036,0.00108847052734325
1749,17.36972705,13.5895676,10.76653013,105,99,92,21,19.8,18.4,1209,1457,1709,"Census Tract 218.05, DeKalb County",Atlanta Regional Commission,Yes,13089021805,{B1875ED6-80FA-4ACA-8EEA-F3CD1AEB38E0},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.12132310724487,0.000617223985243643
1750,7.76255708,7.51314801,5.82120582,51,50,42,10.2,10,8.4,1314,1331,1443,"Census Tract 217.04, DeKalb County",Atlanta Regional Commission,Yes,13089021704,{BE89B0C0-38BE-45A4-B40F-15D361946599},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.145282169222764,0.000697324313201246
1751,2.92921074,2.83333333,3.26741187,18,17,19,3.6,3.4,3.8,1229,1200,1163,"Census Tract 217.03, DeKalb County",Atlanta Regional Commission,Yes,13089021703,{905ABA9C-038C-45B2-91BE-1296B51189D4},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.102224966147834,0.000512983334831661
1752,10.66666667,10.80168776,15.15151515,64,64,90,12.8,12.8,18,1200,1185,1188,"Census Tract 217.05, DeKalb County",Atlanta Regional Commission,Yes,13089021705,{C4BBB89E-A270-4A4C-AC08-274E7C623509},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.108474130774365,0.000497445575638019
1753,16.97549313,19.7330238,14.12756985,142,170,134,28.4,34,26.8,1673,1723,1897,"Census Tract 219.08, DeKalb County",Atlanta Regional Commission,Yes,13089021908,{60CF6236-799C-493A-B1DB-653AFD1C81AA},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.102764476236049,0.00033639618069185
1754,15.00904159,18.67768595,17.05150977,83,113,96,16.6,22.6,19.2,1106,1210,1126,"Census Tract 21, Floyd County",Northwest Georgia,No,13115002100,{60CC5A76-D6A1-4195-873F-5EDC3015CED2},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.289852666248298,0.0026658145724991
1755,4.37329168,5.87931924,4.66200466,56,57,40,11.2,11.4,8,2561,1939,1716,"Census Tract 2.01, Floyd County",Northwest Georgia,No,13115000201,{B4F07B85-B29E-4D0E-BBEE-FD78DFA512BF},ryanbarrett,2020/07/17 21:30:29,ryanbarrett,2020/07/17 21:30:29,0.402549190555242,0.00547426583321631
